champion_i,champion_i_normalized,champion_j,champion_j_normalized,lane,patch,elo,matchup_winrate_i_vs_j,matchup_games,matchup_occurrence_count,matchup_occurrence_rate,source_url,extraction_date
Zed,zed,Vladimir,vladimir,mid,16.10,master_plus,52.36,571,571,,https://op.gg/lol/champions/zed/counters/mid?region=global&tier=master_plus&type=ranked&patch=16.10&target_champion=vladimir,2026-06-08
Zed,zed,Xerath,xerath,mid,16.10,master_plus,47.6,563,563,,https://op.gg/lol/champions/zed/counters/mid?region=global&tier=master_plus&type=ranked&patch=16.10&target_champion=xerath,2026-06-08
Zed,zed,Qiyana,qiyana,mid,16.10,master_plus,45.23,535,535,,https://op.gg/lol/champions/zed/counters/mid?region=global&tier=master_plus&type=ranked&patch=16.10&target_champion=qiyana,2026-06-08
Zed,zed,LeBlanc,leblanc,mid,16.10,master_plus,49.9,525,525,,https://op.gg/lol/champions/zed/counters/mid?region=global&tier=master_plus&type=ranked&patch=16.10&target_champion=leblanc,2026-06-08
Zed,zed,Ryze,ryze,mid,16.10,master_plus,55.73,524,524,,https://op.gg/lol/champions/zed/counters/mid?region=global&tier=master_plus&type=ranked&patch=16.10&target_champion=ryze,2026-06-08
Zed,zed,Yone,yone,mid,16.10,master_plus,52.99,502,502,,https://op.gg/lol/champions/zed/counters/mid?region=global&tier=master_plus&type=ranked&patch=16.10&target_champion=yone,2026-06-08
Zed,zed,Malzahar,malzahar,mid,16.10,master_plus,47.11,501,501,,https://op.gg/lol/champions/zed/counters/mid?region=global&tier=master_plus&type=ranked&patch=16.10&target_champion=malzahar,2026-06-08
Zed,zed,Orianna,orianna,mid,16.10,master_plus,48.39,498,498,,https://op.gg/lol/champions/zed/counters/mid?region=global&tier=master_plus&type=ranked&patch=16.10&target_champion=orianna,2026-06-08
Zed,zed,Fizz,fizz,mid,16.10,master_plus,44.31,492,492,,https://op.gg/lol/champions/zed/counters/mid?region=global&tier=master_plus&type=ranked&patch=16.10&target_champion=fizz,2026-06-08
Zed,zed,Ekko,ekko,mid,16.10,master_plus,48.92,462,462,,https://op.gg/lol/champions/zed/counters/mid?region=global&tier=master_plus&type=ranked&patch=16.10&target_champion=ekko,2026-06-08
Zed,zed,Zoe,zoe,mid,16.10,master_plus,44.82,444,444,,https://op.gg/lol/champions/zed/counters/mid?region=global&tier=master_plus&type=ranked&patch=16.10&target_champion=zoe,2026-06-08
